,training_noun_phrases,skill_set_bool
15260,editorial team,0
15261,skill,0
15262,experience,0
15263,core part,0
15264,role,0
15265,content,0
15266,seo,0
15267,problem,0
15268,task,0
15269,team,0
15270,ability,0
15271,complex information,0
15272,easytounderstand manner,0
15273,afewyears solidexperience,0
15274,majoranalyticstool,0
15275,adobe analytics,0
15276,google analytics,0
15277,skill,0
15278,familiarity,0
15279,keyword research management tool,1
15280,tableau,1
15281,ability,0
15282,expert user,0
15283,excel coding experience,1
15284,relevant language,1
15285,role,0
15286,selection,0
15287,newsquest,0
15288,diversity,0
15289,workforce,0
15290,diversity programme,0
15291,local demographic,0
15292,fairness,0
15293,u,0
15294,carole clayton,0
15295,client,0
15296,data analyst,1
15297,team,0
15298,permanent basis,0
15299,outlining core kpis,0
15300,analyse performance mi,1
15301,accurate comprehensive solution,0
15302,outcomesassist,0
15303,rest,0
15304,data bi team,1
15305,mi suite,0
15306,automation,1
15307,report,1
15308,new data source,1
15309,performanceidentify key data risk,1
15310,control,0
15311,direction,0
15312,colleague,0
15313,delivery,1
15314,field,0
15315,teamsbusiness,0
15316,business intelligence,0
15317,change requestsbriefs,0
15318,delivery,1
15319,timeline,0
15320,telephony,0
15321,slas,0
15322,team,0
15323,business area,0
15324,skill experience excellent organisational skill year experience,0
15325,power biexperience monitoring,0
15326,performance analysis,1
15327,sale,0
15328,metric analysis,1
15329,analytical skill,0
15330,good data interpretationexperience,1
15331,microsoft,1
15332,programme,0
15333,dynamic,0
15334,attention,0
15335,detail,0
15336,good communicatorinitiative honesty,0
15337,attitude,0
15338,london,0
15339,remote,0
15340,client,0
15341,strategic goal,0
15342,role,0
15343,key part,0
15344,transformation,0
15345,capacity,0
15346,plan,0
15347,future,0
15348,opportunity,0
15349,existing process,0
15350,optimise value,0
15351,quality,0
15352,relevance,0
15353,utility,0
15354,team,0
15355,agreed process,0
15356,range,0
15357,different stakeholder,0
15358,unique opportunity,0
15359,experience,0
15360,passion,0
15361,data analysis,1
15362,skill,0
15363,ability,0
15364,strong numeracy skill,0
15365,data,1
15366,range,0
15367,data,1
15368,information,0
15369,insight,1
15370,nondata expertsstrong communication skill,1
15371,range,0
15372,stakeholdersstrong attention,0
15373,workload,0
15374,industry standard data analysis,1
15375,date,0
15376,trend,0
15377,experience,0
15378,surveygizmoexperience manipulating,0
15379,processing,0
15380,large disjointed data set,1
15381,stakeholder,0
15382,business user,0
15383,data analysis,1
15384,requirementsexposure,0
15385,crm,1
15386,cm,0
15387,mobile apps,0
15388,data,1
15389,insight,1
15390,decision making,1
15391,complex data,1
15392,waysexperience,0
15393,sql,1
15394,management,1
15395,external partner,0
15396,data issue,1
15397,data cleansing firm,1
15398,team,0
15399,ssrs,1
15400,external reporting requirement,1
15401,automated data,1
15402,strong m dynamic experiencestrong experience,0
15403,m sql experience,1
15404,ssrs,1
15405,experience,0
15406,power bi,1
15407,employment agency,0
15408,reference,0
15409,role,0
15410,term,0
15411,privacy statement,0
15412,use,0
15413,morgan mckinley service,0
15414,job title,0
15415,configuration management data base data analystcontractor,1
15416,wyton feltham summary,0
15417,communication,1
15418,sensor,0
15419,advanced network,0
15420,entirely new way,0
15421,world,0
15422,intelligence ci business,0
15423,geospatial intelligence,0
15424,geoint,0
15425,trusted partner,0
15426,mod,0
15427,dynamic high performing data analyst,1
15428,configuration management data base,1
15429,cmdb,0
15430,major mod programme,0
15431,cmdb data analyst,1
15432,role,0
15433,good interpersonal skill,0
15434,willingness,0
15435,multiple supplier,0
15436,status,0
15437,work location,0
15438,customer site,0
15439,main dutiesfulfil sow requirement,0
15440,licence,0
15441,maintenance,0
15442,warranty,0
15443,licencesmaintenance contract,0
15444,military,0
15445,standard support engineering,0
15446,hw hardware,0
15447,raytheon,0
15448,documentation,1
15449,documentation,1
15450,licence,0
15451,im security policy,1
15452,produce,0
15453,report,1
15454,data,1
15455,candidate requirement,0
15456,problem analysis,1
15457,resolution,0
15458,excellent verbal written communication skill,1
15459,willingness,0
15460,hour,0
15461,occasion,0
15462,current dv clearance,0
15463,experience,0
15464,application,0
15465,personal characteristic,0
15466,team player,0
15467,attention,0
15468,detail,0
15469,finisher,0
15470,difficulty,0
15471,energy,0
15472,drive,0
15473,raytheon technology,0
15474,consideration,0
15475,employment,0
15476,regard,0
15477,race,0
15478,color,0
15479,religion,0
15480,sex,0
15481,sexual orientation,0
15482,disability,0
15483,veteran status,0
15484,age,0
15485,client operation data analyst,1
15486,role,0
15487,london office,0
15488,innovative solution,0
15489,client,0
15490,workforce,0
15491,mission,0
15492,workforce solution,0
15493,strategy,0
15494,client operation data analyst,1
15495,building,0
15496,innovative data driven solution,1
15497,marketled need identification,0
15498,data modelling,1
15499,solution development,1
15500,product development,1
15501,role,0
15502,hcs corporate team,0
15503,primary function,0
15504,team,0
15505,aon hcs solution line,0
15506,future,0
15507,client need,0
15508,aon,0
15509,nyse,0
15510,leading global professional service firm,0
15511,risk retirement health solution,0
15512,colleague,0
15513,country,0
15514,client,0
15515,proprietary data,1
15516,analytics,0
15517,insight,1
15518,volatility,0
15519,performance,1
15520,equal opportunity employer,0
15521,best possible skill mix,0
15522,colleague,0
15523,highest quality candidate,0
15524,role,0
15525,data driven solution design,1
15526,sale process,0
15527,complex client challenge,0
15528,combination,0
15529,data,1
15530,client challenge,0
15531,support,0
15532,delivery,1
15533,implementation,0
15534,innovative client solution,0
15535,meeting,0
15536,modelling,1
15537,structuring,0
15538,processing,0
15539,client data,1
15540,client,0
15541,dashboard,0
15542,tableau,1
15543,power,0
15544,bi,1
15545,pilot project,0
15546,business,0
15547,requirement,0
15548,direct new database,1
15549,reporting,1
15550,support train colleague,0
15551,aon practice,0
15552,adaption,0
15553,solution,0
15554,client,0
15555,accordance,0
15556,aon uk limited risk management framework,1
15557,complianc,0
15558,performance analyst,1
15559,government sr,0
15560,contract performance analyst,1
15561,longterm digital transformation programme,0
15562,role,0
15563,someone,0
15564,technical business stakeholder,0
15565,successful candidate,0
15566,performance analysis framework,1
15567,substantial performance analysis experienceexposure,1
15568,google analytics,0
15569,advantageousexperience gathering,0
15570,data,1
15571,servicessoftware development,1
15572,data engineering,1
15573,development role,1
15574,great opportunity,0
15575,background,0
15576,new contextabmultivariate testing,0
15577,frontend tool,1
15578,google optimise,0
15579,serverside tool,1
15580,optimizely,0
15581,house,0
15582,toolsstatistics,0
15583,error bar,0
15584,experience,0
15585,multiple people,0
15586,team,0
15587,ir,0
15588,business application data analyst,1
15589,team,0
15590,slough,0
15591,store,0
15592,driver,0
15593,license,0
15594,u,0
15595,fulltime permanent basis,0
15596,furniture village,0
15597,hugely successful retail business,0
15598,extra mile,0
15599,service,0
15600,business application team,0
15601,role responsibility,0
15602,aspect,0
15603,data,1
15604,life cycle,0
15605,project management,1
15606,design,0
15607,development,1
15608,delivery,1
15609,support,0
15610,key business application,0
15611,database,1
15612,ideal candidate,0
15613,senior manager,0
15614,drive,0
15615,side,0
15616,new application,0
15617,change,0
15618,existing business application,0
15619,database,1
15620,business application data analyst,1
15621,core responsibility,0
15622,continuity,0
15623,business application,0
15624,change management process,1
15625,development,1
15626,solution,0
15627,scoping,0
15628,training,0
15629,documentation,1
15630,testing building,0
15631,quality,0
15632,service,0
15633,customer,0
15634,creativity,0
15635,use,0
15636,management information,1
15637,company,0
15638,system,0
15639,rd party,0
15640,test management,1
15641,change,0
15642,deployment,0
15643,degree,0
15644,broad technical knowledge,1
15645,business analysis,1
15646,reporting,1
15647,testing,0
15648,microsoft sql server,1
15649,microsoft reporting stack,1
15650,sql reporting service,1
15651,power,0
15652,bi strong knowledge,1
15653,vbnet,0
15654,vba,0
15655,sound understanding,0
15656,access development environment,1
15657,troubleshooting skill,0
15658,website development principle,1
15659,experience,0
15660,coda financials,0
15661,development methodology,1
15662,business application data analyst,1
15663,furniture village,0
15664,equal opportunity employer,0
15665,offer,0
15666,employment,0
15667,leading employer,0
15668,field,0
15669,data governance team,1
15670,team,0
15671,transparency,0
15672,mission,0
15673,data,1
15674,source,0
15675,element,0
15676,role,0
15677,sql expertise,1
15678,work,0
15679,data environment,1
15680,employer,0
15681,leading national organisation,0
15682,cv,0
15683,enhanced flexible working approach,0
15684,life assurance,0
15685,enhanced sickness benefit,0
15686,additional holiday,0
15687,purchase,0
15688,huge scope,0
15689,newly formed team,0
15690,area,0
15691,hand,0
15692,multiple data flow,1
15693,process,0
15694,data collection,1
15695,entry,0
15696,element,0
15697,leading training,0
15698,role,0
15699,path,0
15700,development,1
15701,excel,1
15702,sql server,1
15703,process,0
15704,national client,0
15705,data function,1
15706,team,0
15707,analysis,1
15708,large customer base,0
15709,nontechnical stakeholder,0
15710,bespoke database system,1
15711,data quality,1
15712,following experience,0
15713,data,1
15714,excel similar database,1
15715,nontechnical stakeholdersknowledge,0
15716,offer,0
15717,generous pension contribution,0
15718,day annual leave,0
15719,bank holiday,0
15720,working arrangement,0
15721,additional benefit,0
15722,application,0
15723,role,0
15724,apply button,0
15725,junior data analyst,1
15726,data management,1
15727,access,0
15728,excel,1
15729,sql server,1
15730,process,0
15731,excellent analytical skill,0
15732,manipulating data,1
15733,job,0
15734,longestablished organisation,0
15735,graduate,0
15736,sale,0
15737,purchasing system,0
15738,high quality product,0
15739,excellent service,0
15740,inputting key information,0
15741,document,0
15742,chain,0
15743,purchase order,0
15744,delivery receipt,1
15745,bill,0
15746,material,0
15747,accuracy,0
15748,information,0
15749,compliance documentation,1
15750,use,0
15751,mathematics,0
15752,data analysis,1
15753,experience,0
15754,vehicle,0
15755,opportunity,0
15756,position,0
15757,long term,0
15758,branch,0
15759,instagram,0
15760,brand new website,0
15761,cv,0
15762,retention,0
15763,information,0
15764,advertisement,0
15765,protection,1
15766,gdpr,0
15767,client,0
15768,sme organisation,0
15769,edinburgh,0
15770,exciting opportunity,0
15771,ideal opportunity,0
15772,numerical related degree,0
15773,two year experience,0
15774,analytical field,0
15775,role,0
15776,essentialexperience,0
15777,data analyst,1
15778,mathematics,0
15779,experience,0
15780,report,1
15781,advanced microsoft access,1
15782,strong organisational skill,0
15783,large volume data set,1
15784,amp,0
15785,theoretical understanding,0
15786,database table,1
15787,experience,0
15788,data selection,1
15789,experience,0
15790,segmentation,0
15791,testing,0
15792,knowledge,1
15793,qlik,1
15794,functional html knowledge,1
15795,experience,0
15796,knowledge,1
15797,large volume,0
15798,application,0
15799,role,0
15800,day,0
15801,application,0
15802,role,0
15803,job search,0
15804,graduate data analyst forward role,1
15805,business,0
15806,business,0
15807,forward thinking,0
15808,dynamic team,0
15809,various stakeholder,0
15810,accurate timely business reporting,1
15811,data source,1
15812,data visualisation,1
15813,report,1
15814,order,0
15815,actionable insight,1
15816,responsibility,0
15817,various data set,1
15818,business,0
15819,data requirementsunderstand business problem,1
15820,particle,0
15821,finding,0
15822,work,0
15823,insight,1
15824,experience,0
15825,numerical data focused degree,1
15826,month experience,0
15827,report,1
15828,desirableyou,0
15829,tool,1
15830,tableau,1
15831,experience,0
15832,essentialnatural problem solver,0
15833,amazing opportunity,0
15834,someone,0
15835,career,0
15836,excellent training development option,1
15837,role,0
